CODGEO;CS1_1;CS1_2;CS1_3;CS1_4;CS1_5;CS1_6;CS1_7;CS1_8
71166;9.91735537190082;0;0;14.8760330578512;9.91735537190082;9.91735537190082;49.5867768595041;14.8760330578512
71167;10.1977788136266;30.4145311314609;25.0792650724553;25.1722062310355;70.8310457877496;130.812849313593;97.9733101184842;59.8803035374576
71168;5;5;15;5;20;15;70;10
71169;14.7426510189306;34.3995190441715;49.1421700631021;108.112774138825;39.3137360504817;58.9239438377937;167.083378214547;68.7523778504141
71170;20;40;80;255;235;225;390;135
71171;0;9.9673202614379;0;44.8529411764706;49.8366013071895;49.8366013071895;74.7549019607843;19.9346405228758
71172;10.125;0;0;15.1875;10.125;10.125;15.1875;10.125
71173;10;5;5;25;25;65;85;20
71174;10;5;5;25;10;10;75;10
71175;10;10;15;10;40;55;105;15
71176;25;205;140;480;925;1235;2790;950
71177;15.0026600243236;39.9229852564808;15.1165738486819;59.574581807951;114.450784033037;100.82037231349;244.143419179301;48.6171816144883
71178;29.617578704212;39.8061211566834;9.84922433198739;84.2310631184737;108.955776623727;98.7018440935688;272.187106399045;83.8301070681188
71179;14.620253164557;0;0;0;4.87341772151899;4.87341772151899;29.2405063291139;0
71181;10;5;10;30;30;15;15;5
71182;10.2238020338069;82.07215434079;147.67818076054;136.72502736261;114.256195095613;54.6826068782498;439.222712094581;93.4505830411845
71183;19.3548387096774;9.6774193548387;4.83870967741935;9.6774193548387;0;4.83870967741935;58.0645161290322;19.3548387096774
71184;19.9365275967614;34.5789080346919;14.905634292151;64.4853088021404;78.4220866373156;44.8120073794589;166.103813304969;39.6066661326622
71185;30.6231454005935;30.6231454005935;5.10385756676558;35.7270029673591;51.0385756676558;30.6231454005935;81.6617210682493;35.7270029673591
71186;5.32442748091603;15.9732824427481;10.6488549618321;26.6221374045801;37.2709923664122;31.9465648854962;74.5419847328244;26.6221374045801
71187;5;30;95;265;180;180;375;160
71188;0;5.08196721311475;5.08196721311475;0;10.1639344262295;5.08196721311475;20.327868852459;5.08196721311475
71189;9.92532669570628;59.5519601742377;99.2532669570628;223.319850653391;263.021157436216;153.842563783447;347.38643434972;178.655880522713
71190;19.8700105088305;89.9864061372827;59.6707670426167;164.488016069736;273.539416662707;343.614620980256;656.69282728182;299.153423904109
71191;10;15;20;45;80;60;125;55
71192;42.4915910527699;39.1996712366501;29.4681585615006;143.426030734112;286.343209436226;241.036783333541;558.433395094337;304.556213347232
71193;5;15;0;105;50;60;135;25
71194;15;25;15;80;75;120;235;40
71195;15;0;5;25;10;35;75;25
71196;10.0313479623824;15.0470219435737;25.0783699059561;30.0940438871473;105.329153605016;105.329153605016;210.658307210031;60.1880877742946
71198;5;25;5;60;55;60;85;25
71199;19.4186046511628;4.8546511627907;9.7093023255814;14.5639534883721;14.5639534883721;4.8546511627907;43.6918604651163;14.5639534883721
71200;0;29.5258620689655;49.2097701149425;78.735632183908;93.4985632183907;59.051724137931;186.997126436781;39.367816091954
71201;5.59663865578117;0;11.1932773115623;47.252321978593;17.2857585138122;22.3865546231247;61.5630252135929;44.6675155345465
71202;4.97994942141852;44.6907813389483;104.496654303666;309.637261258971;164.832082120416;284.816129945305;553.013540355102;199.110829631591
71203;0;5.25641025641026;5.25641025641026;0;5.25641025641026;0;5.25641025641026;5.25641025641026
71204;0;44.6980272159015;74.4967120265025;248.322373421675;148.993424053005;193.691451268906;302.953295574443;188.725003800473
71205;19.9629188309354;39.7385109080204;9.88662308219768;59.3887180141154;49.1290318416106;93.1901032447462;246.37381265267;38.8097303756908
71206;0;15.1244813278008;10.0829875518672;35.2904564315353;25.207468879668;30.2489626556017;75.6224066390041;10.0829875518672
71207;19.6044736655667;0;0;14.7395279858339;29.8756621056298;24.8133842879601;105.55538134639;39.5524194671541
71208;10.0877192982456;5.04385964912281;0;20.1754385964912;40.3508771929825;25.219298245614;70.6140350877193;20.1754385964912
71209;9.23428187257262;34.8868228717745;10.2028715596028;55.7877781094536;69.2898981945108;113.411002938858;284.464705284877;43.9238732483934
